State,Zip Code,Place Name,County,Lat,Long
MN,56282,Raymond,Kandiyohi,45.0181,-95.2208
MN,55089,Welch,Goodhue,44.603,-92.7263
KY,42101,Bowling Green,Warren,37.0174,-86.4518
NC,28742,Horse Shoe,Henderson,35.3432,-82.5565
GA,31063,Montezuma,Dooly,32.3026,-84.0041
IL,61736,Downs,McLean,40.3989,-88.8686
WV,26586,Montana Mines,Marion,39.5191,-80.0897
AZ,85603,Bisbee,Cochise,31.4086,-109.9117
IL,62535,Forsyth,Macon,39.9248,-88.9691
VT,5260,North Pownal,Bennington,42.8098,-73.2534
TX,77706,Beaumont,Jefferson,30.0948,-94.1648
NY,12458,Napanoch,Ulster,41.759,-74.3804
NJ,8218,Goshen,Cape May,39.1415,-74.8529
OH,45172,Sinking Spring,Highland,39.0738,-83.3853
MA,2212,Boston,Middlesex,42.3584,-71.0598
WV,24808,Anawalt,McDowell,37.3362,-81.4151
MO,65675,Hurley,Stone,36.9305,-93.4965
IL,62949,Hurst,Williamson,37.8366,-89.1424
TX,75784,Reklaw,Cherokee,31.8859,-95.0118
MA,2571,Wareham,Plymouth,41.7541,-70.7116
TX,78009,Castroville,Medina,29.3553,-98.8824
DE,19950,Greenwood,Sussex,38.8175,-75.5935
OR,97037,Maupin,Wasco,45.0742,-121.2282
IA,50064,Dana,Greene,42.1075,-94.2408
SC,29061,Hopkins,Richland,33.9349,-80.8449
CA,96074,Paskenta,Tehama,39.8772,-122.5814
MO,65256,Harrisburg,Boone,39.1203,-92.441
AR,72364,Marion,Crittenden,35.2077,-90.1989
FL,34992,Port Salerno,Martin,27.1442,-80.2006
TX,75358,Dallas,Dallas,32.7942,-96.7652
NY,12789,Woodridge,Sullivan,41.717,-74.5815
AL,35016,Arab,Marshall,34.3283,-86.4896
KS,66711,Arcadia,Crawford,37.6341,-94.6548
NE,68034,Kennard,Washington,41.4526,-96.1903
KY,41834,Littcarr,Knott,37.2409,-82.9488
OK,73701,Enid,Garfield,36.4028,-97.8623
MA,1202,Pittsfield,Berkshire,42.3929,-73.2285
CA,92281,Westmorland,Imperial,33.038,-115.5914
NJ,7977,Peapack,Somerset,40.7079,-74.6541
IL,61533,Glasford,Peoria,40.576,-89.8113
WA,98073,Redmond,King,47.674,-122.1215
WI,54435,Gleason,Lincoln,45.3384,-89.4753
WA,98632,Longview,Cowlitz,46.1514,-122.9634
KY,42202,Adairville,Logan,36.6914,-86.8585
PA,15750,Josephine,Indiana,40.4828,-79.185
KS,66946,Hollenberg,Washington,39.96,-96.9735
TN,38387,Westport,Carroll,35.8845,-88.2892
MO,64433,Conception,Nodaway,40.2428,-94.6869
MA,2283,Boston,Suffolk,42.3389,-70.9196
UT,84006,Bingham Canyon,Salt Lake,40.5646,-112.0977
OH,44610,Berlin,Holmes,40.5612,-81.7943
MD,21849,Parsonsburg,Wicomico,38.3914,-75.4737
CO,80812,Cope,Washington,39.6848,-102.9904
MI,49947,Marenisco,Gogebic,46.3551,-89.6774
PA,16226,Ford City,Armstrong,40.7384,-79.5122
PA,18070,Palm,Montgomery,40.4317,-75.5331
PA,16664,New Enterprise,Bedford,40.2,-78.4259
KY,40287,Louisville,Jefferson,38.189,-85.6768
KS,67834,Bucklin,Ford,37.553,-99.6325
TX,78210,San Antonio,Bexar,29.3977,-98.4658
MA,1102,Springfield,Hampden,42.1707,-72.6048
SC,29223,Columbia,Richland,34.0853,-80.9167
PA,17219,Doylesburg,Franklin,40.2184,-77.6797
PA,18064,Nazareth,Northampton,40.745,-75.3199
VA,23419,Oyster,Northampton,37.3074,-75.9269
DC,20376,Washington Navy Yard,District of Columbia,38.9164,-76.9947
AL,35810,Huntsville,Madison,34.7784,-86.6091
MN,56529,Dilworth,Clay,46.8782,-96.7022
NY,13136,Pitcher,Chenango,42.5969,-75.8465
MN,56684,Trail,Polk,47.7478,-95.7607
NC,28603,Hickory,Catawba,35.6799,-81.2872
IA,50059,Cooper,Greene,42.0363,-94.397
IL,61078,Shannon,Carroll,42.161,-89.7481
PA,19429,Conshohocken,Montgomery,40.0793,-75.3016
PA,17313,Dallastown,York,39.9124,-76.6535
MN,56239,Ghent,Lyon,44.5078,-95.8936
FL,32710,Clarcona,Orange,28.6128,-81.4987
GA,30281,Stockbridge,Henry,33.5633,-84.2165
TN,37640,Butler,Johnson,36.3282,-81.9856
NE,69040,Palisade,Hitchcock,40.3387,-101.1295
CT,6786,Terryville,Litchfield,41.6762,-73.0092
OH,44149,Strongsville,Medina,41.3134,-81.8562
OH,43767,Norwich,Muskingum,39.9934,-81.8024
TX,76424,Breckenridge,Stephens,32.7532,-98.9099
MD,20653,Lexington Park,St. Mary's,38.2495,-76.4529
PA,15027,Conway,Beaver,40.6649,-80.2349
NJ,7605,Leonia,Bergen,40.8629,-73.9879
CA,92358,Lytle Creek,San Bernardino,34.2558,-117.5186
NJ,7855,Middleville,Sussex,41.0559,-74.8629
WA,98926,Ellensburg,Kittitas,46.9996,-120.5163
IA,52213,Center Point,Linn,42.1898,-91.7758
MI,49903,Amasa,Iron,46.2321,-88.4508
CA,91521,Burbank,Los Angeles,34.1808,-118.309
AL,35584,Sipsey,Walker,33.8201,-87.0779
CA,92384,Shoshone,Inyo,35.8992,-116.2645
GA,30604,Athens,Clarke,33.9443,-83.3891
MO,65543,Lynchburg,Laclede,37.5054,-92.3202
CA,90301,Inglewood,Los Angeles,33.955,-118.3556
CA,95014,Cupertino,Santa Clara,37.318,-122.0449
MT,59489,Winifred,Fergus,47.6408,-109.2364
WA,99136,Hay,Whitman,46.6973,-117.9417
CA,91755,Monterey Park,Los Angeles,34.048,-118.115
WY,82648,Powder River,Natrona,42.9662,-106.807
NC,28159,Spencer,Rowan,35.6917,-80.4327
NJ,7054,Parsippany,Morris,40.8621,-74.4117
CA,93778,Fresno,Fresno,36.7464,-119.6397
AL,35453,Cottondale,Tuscaloosa,33.1767,-87.3871
CO,81320,Cahone,Dolores,37.7182,-108.7917
NC,27916,Aydlett,Currituck,36.3045,-75.9029
AL,35673,Trinity,Morgan,34.5918,-87.0913
IA,50517,Bancroft,Kossuth,43.2935,-94.2108
CA,92037,La Jolla,San Diego,32.8455,-117.2521
OH,43971,Yorkville,Jefferson,40.1581,-80.7077
SC,29210,Columbia,Richland,34.0479,-81.1101
WI,54761,Plum City,Pierce,44.636,-92.1837
MI,49818,Cornell,Delta,45.9104,-87.2237
WI,53788,Madison,Dane,43.0767,-89.3763
WA,98424,Tacoma,Pierce,47.2325,-122.3594
VT,5345,Newfane,Windham,42.9704,-72.6781
IL,62769,Springfield,Sangamon,39.8017,-89.6437
NC,27953,Manns Harbor,Dare,35.8238,-75.8467
VT,5742,East Wallingford,Rutland,43.4461,-72.8844
LA,70752,Lakeland,Pointe Coupee,30.5799,-91.4217
IN,47381,Salamonia,Jay,40.3818,-84.8669
VA,24459,Middlebrook,Augusta,38.0242,-79.2812
MI,49458,Walhalla,Mason,43.9494,-86.1042
MD,21539,Lonaconing,Allegany,39.5757,-78.9915
GA,30627,Carlton,Madison,33.9852,-83.0038
OH,43733,Derwent,Guernsey,39.9236,-81.543
MD,21610,Betterton,Kent,39.3655,-76.0639
IN,46760,Kimmell,Noble,41.3953,-85.5483
TX,79343,Lorenzo,Crosby,33.6666,-101.5277
WI,53109,Camp Lake,Kenosha,42.536,-88.1444
OH,45654,New Plymouth,Vinton,39.3884,-82.3892
TX,76549,Killeen,Bell,31.0065,-97.841
MA,2190,South Weymouth,Norfolk,42.1751,-70.9495
CT,6820,Darien,Fairfield,41.0768,-73.4853
IL,60053,Morton Grove,Cook,42.0431,-87.7899
WY,82620,Alcova,Natrona,42.5302,-106.76
GA,31784,Sale City,Mitchell,31.26,-84.0422
PA,17835,Laurelton,Union,40.8831,-77.1986
CA,96050,Klamath River,Siskiyou,41.8637,-122.8197
NC,28235,Charlotte,Mecklenburg,35.26,-80.8042
AL,35449,Coaling,Tuscaloosa,33.1359,-87.3384
CA,91010,Duarte,Los Angeles,34.1407,-117.9567
IA,50025,Audubon,Audubon,41.73,-94.9164
VA,22620,Boyce,Clarke,39.0698,-78.0203
WA,99403,Clarkston,Asotin,46.3946,-117.0645
WV,24851,Justice,Mingo,37.5887,-81.8354
IL,61851,Ivesdale,Champaign,39.9502,-88.4451
NY,13746,Chenango Forks,Broome,42.2778,-75.8462
MD,20629,Dowell,Calvert,38.3364,-76.4524
OH,45071,West Chester,Butler,39.3317,-84.4072
GA,30175,Talking Rock,Pickens,34.5394,-84.4912
AZ,85263,Rio Verde,Maricopa,33.7225,-111.6757
VA,23851,Franklin,Franklin (city),36.6786,-76.9391
NY,14620,Rochester,Monroe,43.1317,-77.6062
NH,3109,Manchester,Hillsborough,42.9713,-71.4135
IN,47528,Edwardsport,Knox,38.8106,-87.2519
VT,5351,South Newfane,Windham,42.9391,-72.7292
IN,46947,Logansport,Cass,40.7604,-86.3599
OK,73549,Headrick,Jackson,34.6265,-99.139
IN,46201,Indianapolis,Marion,39.775,-86.1093
WV,26386,Lumberport,Harrison,39.3781,-80.3676
IA,52769,Stockton,Muscatine,41.5914,-90.8588
CA,94712,Berkeley,Alameda,37.8716,-122.2727
IA,52657,Saint Paul,Lee,40.7695,-91.5171
NC,27055,Yadkinville,Yadkin,36.1277,-80.653
PA,19064,Springfield,Delaware,39.9296,-75.3338
IL,61259,Illinois City,Rock Island,41.3892,-90.8925
VA,20108,Manassas,Manassas (city),38.7447,-77.4872
MA,2445,Brookline,Norfolk,42.3259,-71.1341
NM,88031,Deming,Luna,32.2398,-107.7404
PA,16423,Lake City,Erie,42.0204,-80.3388
CO,81646,Molina,Mesa,39.1891,-108.0604
SC,29078,Lugoff,Kershaw,34.2296,-80.7147
ND,58501,Bismarck,Burleigh,46.8083,-100.7837
TX,75093,Plano,Collin,33.0299,-96.7889
CA,95945,Grass Valley,Nevada,39.2081,-121.0069
FL,33027,Hollywood,Broward,25.9974,-80.3248
OR,97846,Joseph,Wallowa,45.3494,-117.2128
NY,13162,Verona Beach,Oneida,43.1885,-75.7126
SC,29938,Hilton Head Island,Beaufort,32.3906,-80.661
FL,34429,Crystal River,Citrus,28.8547,-82.6669
WA,98237,Concrete,Skagit,48.531,-121.6643
OH,45258,Cincinnati,Hamilton,39.1668,-84.5382
PA,18333,Kresgeville,Monroe,40.8982,-75.5074
IN,47954,Ladoga,Montgomery,39.9132,-86.8031
PA,19319,Cheyney,Delaware,39.9209,-75.5222
PA,16416,Garland,Warren,41.8188,-79.4463
NY,11245,Brooklyn,Kings,40.6451,-73.945
DC,20221,Washington,District of Columbia,38.8933,-77.0146
PA,17013,Carlisle,Cumberland,40.2417,-77.1983
SC,29420,North Charleston,Dorchester,32.9336,-80.1026
MS,39667,Tylertown,Walthall,31.1466,-90.1169
OH,43702,Zanesville,Muskingum,39.9403,-82.0132
TX,88535,El Paso,El Paso,31.6948,-106.3
OH,45370,Spring Valley,Greene,39.6083,-84.026
VA,24433,Doe Hill,Highland,38.4321,-79.4445
NC,27583,Timberlake,Person,36.2918,-78.9353
FL,34770,Saint Cloud,Osceola,28.2489,-81.2812
IA,50441,Hampton,Franklin,42.7405,-93.211
TX,75374,Dallas,Dallas,32.7673,-96.7776
MT,59639,Lincoln,Lewis and Clark,46.9575,-112.6651
CO,80481,Ward,Boulder,40.0726,-105.508
MI,48866,Ovid,Clinton,42.9969,-84.3649
MN,56264,Minneota,Lyon,44.5587,-95.9767
ND,58331,Egeland,Towner,48.6355,-99.1115
WI,53928,Doylestown,Columbia,43.4266,-89.1491
NC,28793,Hendersonville,Henderson,35.2927,-82.5036
UT,84656,Scipio,Millard,39.2495,-112.1064
MI,48311,Sterling Heights,Macomb,42.5803,-83.0302
NJ,7457,Riverdale,Morris,40.9931,-74.3088
WY,82081,Meriden,Laramie,41.5424,-104.2866
CA,93905,Salinas,Monterey,36.6811,-121.6176
SC,29438,Edisto Island,Colleton,32.5486,-80.307
TX,77853,Dime Box,Lee,30.3579,-96.8248
IL,61802,Urbana,Champaign,40.0746,-88.1691
PA,15734,Dixonville,Indiana,40.7165,-79.007
MS,38649,Mount Pleasant,Marshall,34.9536,-89.523
TX,78566,Los Fresnos,Cameron,26.1158,-97.4107
IA,50575,Pomeroy,Calhoun,42.5511,-94.6839
VA,23501,Norfolk,Norfolk (city),36.8959,-76.2085
IL,61243,Deer Grove,Whiteside,41.6316,-89.6972
CT,6414,Cobalt,Middlesex,41.5667,-72.5581
GA,30815,Hephzibah,Richmond,33.3433,-82.0887
ID,83814,Coeur D Alene,Kootenai,47.6928,-116.785
NJ,7410,Fair Lawn,Bergen,40.9343,-74.1166
WI,53189,Waukesha,Waukesha,42.9516,-88.2963
MS,38733,Cleveland,Bolivar,33.624,-90.8195
CA,95419,Camp Meeker,Sonoma,38.425,-122.9485
MN,55001,Afton,Washington,44.8697,-92.8234
TN,38501,Cookeville,Putnam,36.2178,-85.5423
CO,80262,Denver,Denver,39.731,-104.9384
FL,32919,Melbourne,Brevard,28.0836,-80.6081
AL,36079,Troy,Pike,31.7595,-86.0107
MI,48229,Ecorse,Wayne,42.2519,-83.1489
CA,96141,Homewood,Placer,39.0786,-120.1734
IL,60096,Winthrop Harbor,Lake,42.4793,-87.8318
IA,51055,Sloan,Woodbury,42.2427,-96.2306
IL,62464,Stoy,Crawford,38.9898,-87.8396
PA,15339,Hendersonville,Washington,40.3018,-80.1543
PA,19358,Modena,Chester,39.9621,-75.8025
OH,45015,Hamilton,Butler,39.3494,-84.5376
MT,59801,Missoula,Missoula,46.8563,-114.0252
FL,34473,Ocala,Marion,29.0058,-82.1828
ME,4548,Georgetown,Sagadahoc,43.8054,-69.7453
KS,67438,Durham,Marion,38.5038,-97.2555
FL,32837,Orlando,Orange,28.3949,-81.4179
MI,48854,Mason,Ingham,42.5796,-84.4561
WI,54427,Eland,Marathon,44.8309,-89.2461
NY,12979,Rouses Point,Clinton,44.9884,-73.3691
MI,48288,Detroit,Wayne,42.2399,-83.1508
AR,72328,Crumrod,Phillips,34.1335,-90.9751
TN,38046,La Grange,Fayette,35.0454,-89.2437
NY,14456,Geneva,Ontario,42.8637,-76.9913
KS,66507,Maple Hill,Wabaunsee,39.0447,-96.0397
KY,42071,Murray,Calloway,36.6099,-88.3032
NJ,8094,Williamstown,Gloucester,39.665,-74.971
NY,14883,Spencer,Tioga,42.2467,-76.4899
OH,45372,Tremont City,Clark,40.0139,-83.8333
NH,3870,Rye,Rockingham,43.0095,-70.7652
TN,37412,Chattanooga,Hamilton,35.0015,-85.2384
VA,23160,State Farm,Goochland,37.6454,-77.8283
KY,40827,Essie,Leslie,37.0547,-83.4561
OH,44663,New Philadelphia,Tuscarawas,40.4845,-81.4358
AR,72534,Floral,Independence,35.6023,-91.7341
NY,14025,Boston,Erie,42.6314,-78.7391
VA,23414,Nelsonia,Accomack,37.8169,-75.5832
TX,77012,Houston,Harris,29.7149,-95.2819
NC,27596,Youngsville,Franklin,36.0249,-78.4744
CA,90055,Los Angeles,Los Angeles,34.0522,-118.2437
FL,34230,Sarasota,Sarasota,27.335,-82.5372
GA,31006,Butler,Taylor,32.5726,-84.2343
ME,4009,Bridgton,Cumberland,44.052,-70.7241
SD,57623,Dupree,Ziebach,45.0079,-101.6337
MI,48141,Inkster,Wayne,42.294,-83.3146
IL,62203,East Saint Louis,St. Clair,38.5992,-90.0744
AL,36559,Montrose,Baldwin,30.5623,-87.9005
CT,6411,Cheshire,New Haven,41.499,-72.9007
IA,50524,Clare,Webster,42.5954,-94.308
MT,59931,Rollins,Lake,47.9182,-114.225
OR,97520,Ashland,Jackson,42.1885,-122.693
MO,63447,La Belle,Lewis,40.1164,-91.9171
KY,41232,Lowmansville,Lawrence,37.9315,-82.7349
WI,53543,Highland,Iowa,43.0524,-90.365
IL,60007,Elk Grove Village,Cook,42.0076,-87.9931
TX,78691,Pflugerville,Travis,30.4394,-97.62
GA,31558,Saint Marys,Camden,30.7305,-81.5465
OH,44676,Shreve,Wayne,40.6926,-82.0325
WI,54561,Star Lake,Vilas,46.0613,-89.4858
TX,78285,San Antonio,Bexar,29.4375,-98.4616
MN,56165,Reading,Nobles,43.7136,-95.7389
MS,38914,Big Creek,Calhoun,33.8514,-89.4378
GA,30018,Jersey,Walton,33.718,-83.8015
NH,3444,Dublin,Cheshire,42.8972,-72.0505
MI,48221,Detroit,Wayne,42.426,-83.15
MI,48128,Dearborn,Wayne,42.32,-83.2701
ME,4330,Augusta,Kennebec,44.3232,-69.7665
AR,72058,Greenbrier,Faulkner,35.2295,-92.3578
OH,43217,Columbus,Franklin,39.8277,-82.9342
NC,28086,Kings Mountain,Cleveland,35.2516,-81.3806
PA,15213,Pittsburgh,Allegheny,40.444,-79.9552
NJ,8362,Vineland,Cumberland,39.4862,-75.0257
VA,23274,Richmond,City of Richmond,37.5242,-77.4932
MI,48169,Pinckney,Livingston,42.4596,-83.9099
DC,20223,Washington,District of Columbia,38.8933,-77.0146
TX,76940,Mereta,Tom Green,31.4518,-100.1349
KY,40361,Paris,Bourbon,38.2083,-84.245
NC,28522,Comfort,Jones,35.0051,-77.5231
NY,13608,Antwerp,Jefferson,44.2358,-75.6005
CA,91934,Jacumba,San Diego,32.6249,-116.1952
OH,43821,Dresden,Muskingum,40.1069,-81.9998
TN,38486,Westpoint,Lawrence,35.1393,-87.538
NC,28518,Beulaville,Duplin,34.934,-77.7697
NM,87583,Villanueva,San Miguel,35.2667,-105.3608
CO,80483,Yampa,Routt,40.1304,-106.9116
CA,94513,Brentwood,Contra Costa,37.9324,-121.6894
NC,28801,Asheville,Buncombe,35.5971,-82.5565
DC,20534,Washington,District of Columbia,38.8941,-77.0125
NY,14173,Yorkshire,Cattaraugus,42.5247,-78.4755
IA,50539,Fenton,Kossuth,43.242,-94.4044
OH,44041,Geneva,Ashtabula,41.8029,-80.9474
OK,73772,Watonga,Blaine,35.8538,-98.4175
NY,14138,South Dayton,Cattaraugus,42.3718,-79.0501
TN,38562,Gainesboro,Jackson,36.3438,-85.6355
GA,31039,Howard,Taylor,32.5598,-84.2277
SD,57225,Clark,Clark,44.878,-97.7265
SD,57243,Henry,Codington,44.8858,-97.4442
OR,97013,Canby,Clackamas,45.2514,-122.6832
NY,14788,Westons Mills,Cattaraugus,42.0621,-78.378
MO,63347,Foley,Lincoln,39.053,-90.7775
OH,45777,Sharpsburg,Athens,39.4359,-81.9115
CA,91205,Glendale,Los Angeles,34.1378,-118.2425
ND,58487,Tappen,Kidder,46.8336,-99.6019
MI,48812,Cedar Lake,Montcalm,43.4138,-84.9753
MI,49036,Coldwater,Branch,41.9255,-85.0057
GA,30719,Dalton,Whitfield,34.7698,-84.9702
AL,36114,Montgomery,Montgomery,32.404,-86.2539
OH,43435,Helena,Sandusky,41.326,-83.3186
FL,33584,Seffner,Hillsborough,27.9922,-82.2863
AL,35950,Albertville,Marshall,34.2739,-86.2064
MN,55172,Saint Paul,Ramsey,45.0059,-93.1059
CA,94109,San Francisco,City and County of San Francisco,37.7917,-122.4186
TX,79052,Kress,Swisher,34.3737,-101.737
NJ,7752,Navesink,Monmouth,40.4023,-74.0273
PA,15224,Pittsburgh,Allegheny,40.4642,-79.9448
TX,75976,Wells,Cherokee,31.4885,-94.9399
CA,95193,San Jose,Santa Clara,37.2441,-121.8287
IA,50043,Buckeye,Hardin,42.4179,-93.3755
VT,5486,South Hero,Grand Isle,44.64,-73.3113
KY,41527,Forest Hills,Pike,37.6432,-82.2991
TX,76904,San Angelo,Tom Green,31.4194,-100.48
KY,40492,Wildie,Rockcastle,37.4234,-84.3022
CT,6277,Thompson,Windham,41.9803,-71.8376
CT,6852,Norwalk,Fairfield,41.3089,-73.3637
VA,22724,Jeffersonton,Culpeper,38.6256,-77.9069
NC,27264,High Point,Guilford,36.0807,-80.0244
ND,58256,Manvel,Grand Forks,48.0853,-97.1943
SC,29370,Mountville,Laurens,34.3408,-81.9584
TX,75241,Dallas,Dallas,32.6722,-96.7774
IL,60194,Schaumburg,Cook,42.0289,-88.1167
AR,72526,Cushman,Independence,35.8729,-91.754
OR,97034,Lake Oswego,Clackamas,45.4093,-122.6847
NY,14821,Campbell,Steuben,42.2386,-77.2066
CA,92058,Oceanside,San Diego,33.2696,-117.3423
ME,4345,Gardiner,Kennebec,44.207,-69.7858
ME,4072,Saco,York,43.5209,-70.4546
SD,57714,Allen,Bennett,43.2908,-101.9329
TX,75402,Greenville,Hunt,33.1047,-96.0927
OH,43017,Dublin,Franklin,40.1093,-83.1146
MN,55369,Osseo,Hennepin,45.1284,-93.4589
MO,65259,Huntsville,Randolph,39.4354,-92.553
MO,63538,Elmer,Macon,39.9415,-92.6424
FL,33321,Fort Lauderdale,Broward,26.212,-80.2696
IL,62964,Mounds,Pulaski,37.1188,-89.2001
CA,94044,Pacifica,San Mateo,37.6196,-122.4816
OK,74865,Roff,Pontotoc,34.6153,-96.8423
VA,24215,Andover,Wise,36.9234,-82.7964
NE,68863,Overton,Dawson,40.7519,-99.5278
WV,25440,Ridgeway,Berkeley,39.2973,-78.0717
CT,6243,East Killingly,Windham,41.8452,-71.8026
OK,74422,Boynton,Muskogee,35.6577,-95.66
NC,28250,Charlotte,Mecklenburg,35.2271,-80.8431
MI,49411,Free Soil,Mason,44.112,-86.2652
MT,59467,Pendroy,Teton,48.0879,-112.3261
VA,22747,Washington,Rappahannock,38.7078,-78.1566
TX,75417,Bogata,Red River,33.4699,-95.1937
NY,12722,Burlingham,Sullivan,41.5901,-74.3821
IL,60453,Oak Lawn,Cook,41.7143,-87.7516
NJ,8640,Joint Base Mdl,Burlington,40.2171,-74.7429
PA,18430,Herrick Center,Susquehanna,41.7643,-75.5044
AR,72221,Little Rock,Pulaski,34.7519,-92.3925
MI,49263,Norvell,Jackson,42.1582,-84.1838
OH,43981,New Athens,Harrison,40.1839,-80.9959
AZ,85259,Scottsdale,Maricopa,33.5879,-111.8404
SD,57341,Gann Valley,Buffalo,44.0693,-99.0543
MN,56459,Lake Hubert,Crow Wing,46.4987,-94.2519
LA,70358,Grand Isle,Jefferson Parish,29.2297,-90.0088
KY,42437,Morganfield,Union,37.6869,-87.9439
NJ,8052,Maple Shade,Burlington,39.9511,-74.9946
OH,44138,Olmsted Falls,Cuyahoga,41.3734,-81.9158
KS,67516,Bazine,Ness,38.4565,-99.7016
NY,12450,Lanesville,Greene,42.1332,-74.2443
MI,48757,Reese,Tuscola,43.4531,-83.7015
PA,19380,West Chester,Chester,39.9845,-75.5962
IL,62617,Bath,Mason,40.1536,-90.1661
PA,15353,Nineveh,Greene,39.8706,-80.2113
PA,16369,Irvine,Warren,41.8117,-79.2643
IL,61866,Rantoul,Champaign,40.3107,-88.1462
PA,17130,Harrisburg,Dauphin,40.2702,-76.8829
TN,37824,New Tazewell,Claiborne,36.45,-83.5911
DC,20050,Washington,District of Columbia,38.8933,-77.0146
GA,31220,Macon,Bibb,32.8595,-83.802
MI,49068,Marshall,Calhoun,42.272,-84.9583
CA,90290,Topanga,Los Angeles,34.1076,-118.6023
DE,19897,Wilmington,New Castle,39.5645,-75.597
ND,58352,Munich,Cavalier,48.6694,-98.8355
NY,14626,Rochester,Monroe,43.2126,-77.704
CA,95388,Winton,Merced,37.4014,-120.6045
OR,97405,Eugene,Lane,44.0185,-123.0998
IL,61776,Towanda,McLean,40.5533,-88.8886
MO,64463,King City,Gentry,40.0652,-94.5234
PA,16927,Harrison Valley,Potter,41.9587,-77.6587
IA,52232,Hartwick,Poweshiek,41.808,-92.3538
CA,92182,San Diego,San Diego,32.7751,-117.0762
OK,74945,Marble City,Sequoyah,35.5972,-94.8094
TX,78520,Brownsville,Cameron,25.9337,-97.5174
ID,83810,Cataldo,Kootenai,47.5522,-116.4431
NE,68067,Walthill,Thurston,42.1485,-96.4803
CA,91748,Rowland Heights,Los Angeles,33.9818,-117.8969
LA,70612,Lake Charles,Calcasieu,30.2642,-93.3265
CA,92870,Placentia,Orange,33.8744,-117.8543
IN,46225,Indianapolis,Marion,39.7406,-86.1569
TX,77419,Blessing,Matagorda,28.8649,-96.218
MN,55443,Minneapolis,Hennepin,45.1194,-93.3431
TN,37383,Sewanee,Franklin,35.1805,-85.9035
TX,88545,El Paso,El Paso,31.6948,-106.3
IN,47933,Crawfordsville,Montgomery,40.0325,-86.9074
CO,80501,Longmont,Boulder,40.1779,-105.1009
AZ,86028,Petrified Forest Natl Pk,Apache,35.2375,-109.5229
NY,10460,Bronx,Bronx,40.8409,-73.8794
NY,11704,West Babylon,Suffolk,40.7135,-73.3546
NV,89402,Crystal Bay,Washoe,39.226,-120.0041
AZ,85736,Tucson,Pima,31.9011,-111.3702
MO,65464,Elk Creek,Texas,37.1878,-91.9134
TN,38024,Dyersburg,Dyer,36.0444,-89.3836
IN,47876,Saint Mary Of The Woods,Vigo,39.4336,-87.4101
FL,32868,Orlando,Orange,28.5663,-81.2608
NM,87556,Questa,Taos,36.7039,-105.595
GA,39823,Blakely,Clay,31.3791,-84.9353
KS,67490,Wilson,Ellsworth,38.8134,-98.4432
NJ,7962,Morristown,Morris,40.8673,-74.5783
OK,74837,Cromwell,Seminole,35.3405,-96.4546
IN,46786,South Milford,LaGrange,41.5326,-85.2722
AR,72217,Little Rock,Pulaski,34.8302,-92.1702
DC,20418,Washington,District of Columbia,38.9043,-77.0572
IN,46121,Coatesville,Hendricks,39.6878,-86.6703
MO,63703,Cape Girardeau,Cape Girardeau,37.2844,-89.5715
TX,76504,Temple,Bell,31.0917,-97.3648
MO,63048,Herculaneum,Jefferson,38.2625,-90.3896
AR,72135,Roland,Pulaski,34.8829,-92.5192
NJ,8313,Deerfield Street,Cumberland,39.5293,-75.2249
IL,61266,Moline,Rock Island,41.5067,-90.5151
NC,27868,Red Oak,Nash,36.0548,-77.9116
LA,70151,New Orleans,Orleans,29.9546,-90.0751
NE,68048,Plattsmouth,Cass,40.9992,-95.9139
MD,21782,Sharpsburg,Washington,39.4424,-77.7511
MA,2051,Marshfield Hills,Plymouth,42.1512,-70.7341
KS,67851,Holcomb,Finney,37.9931,-100.9893
FL,32301,Tallahassee,Leon,30.4286,-84.2593
MO,65731,Powersite,Taney,36.6578,-93.1243
IL,60134,Geneva,Kane,41.886,-88.311
VA,22119,Merrifield,Fairfax,38.8318,-77.2888
KS,67626,Bunker Hill,Russell,38.8758,-98.704
WV,25621,Gilbert,Mingo,37.6366,-81.9501
NC,27374,Welcome,Davidson,35.9029,-80.257
WV,24818,Brenton,Wyoming,37.5988,-81.6264
TX,75615,Longview,Gregg,32.5112,-94.7835
NY,10549,Mount Kisco,Westchester,41.205,-73.7299
GA,30619,Arnoldsville,Oglethorpe,33.8803,-83.2341
KY,40574,Lexington,Fayette,38.0283,-84.4715
TX,79091,Umbarger,Randall,34.901,-102.0788
VT,5354,Vernon,Windham,42.7565,-72.5115
MD,21062,Glen Burnie,Anne Arundel,38.9742,-76.5949
MO,63106,Saint Louis,St. Louis (city),38.6442,-90.2082
PA,15455,Leisenring,Fayette,39.9985,-79.6435
MI,48842,Holt,Ingham,42.6394,-84.5242
AL,36722,Arlington,Wilcox,32.0668,-87.5597
WA,98050,Preston,King,47.536,-121.9312
MN,56399,Saint Cloud,Stearns,45.5608,-94.1625
TX,77382,Spring,Harris,30.2106,-95.5257
WA,99003,Chattaroy,Spokane,47.9192,-117.2921
FL,33509,Brandon,Hillsborough,27.9378,-82.2859
AK,99674,Sutton,Matanuska-Susitna Borough,61.7327,-148.7837
TX,77328,Cleveland,Liberty,30.3963,-95.194
NY,11779,Ronkonkoma,Suffolk,40.8083,-73.1305
NY,13053,Dryden,Tompkins,42.4861,-76.2872
CA,96014,Callahan,Siskiyou,41.3833,-122.764
OH,44074,Oberlin,Lorain,41.2899,-82.2229
WA,98513,Olympia,Thurston,46.9939,-122.743
